train_dataset,eval_dataset,algorithm,layer,layer_name,accuracy,n_samples,in_distribution
common_sense_qa,imdb,DIM,14,h14,0.99,100,False
common_sense_qa,dbpedia_14,DIM,14,h14,0.58,100,False
common_sense_qa,arc_easy,LDA,14,h14,0.38,50,False
common_sense_qa,common_sense_qa,LDA,14,h14,0.225,40,True
common_sense_qa,boolq,LDA,14,h14,0.57,100,False
common_sense_qa,imdb,LDA,14,h14,1.0,100,False
common_sense_qa,dbpedia_14,LDA,14,h14,0.72,100,False
common_sense_qa,arc_easy,LR,14,h14,0.38,50,False
common_sense_qa,common_sense_qa,LR,14,h14,0.175,40,True
common_sense_qa,boolq,LR,14,h14,0.6,100,False
common_sense_qa,imdb,LR,14,h14,0.99,100,False
common_sense_qa,dbpedia_14,LR,14,h14,0.84,100,False
common_sense_qa,arc_easy,LR-G,14,h14,0.34,50,False
common_sense_qa,common_sense_qa,LR-G,14,h14,0.225,40,True
common_sense_qa,boolq,LR-G,14,h14,0.6,100,False
common_sense_qa,imdb,LR-G,14,h14,0.89,100,False
common_sense_qa,dbpedia_14,LR-G,14,h14,0.51,100,False
common_sense_qa,arc_easy,PCA,14,h14,0.34,50,False
common_sense_qa,common_sense_qa,PCA,14,h14,0.15,40,True
common_sense_qa,boolq,PCA,14,h14,0.52,100,False
common_sense_qa,imdb,PCA,14,h14,1.0,100,False
common_sense_qa,dbpedia_14,PCA,14,h14,0.59,100,False
common_sense_qa,arc_easy,PCA-G,14,h14,0.36,50,False
common_sense_qa,common_sense_qa,PCA-G,14,h14,0.15,40,True
common_sense_qa,boolq,PCA-G,14,h14,0.54,100,False
common_sense_qa,imdb,PCA-G,14,h14,1.0,100,False
common_sense_qa,dbpedia_14,PCA-G,14,h14,0.78,100,False
common_sense_qa,arc_easy,CCS,16,h16,0.26,50,False
common_sense_qa,common_sense_qa,CCS,16,h16,0.35,40,True
common_sense_qa,boolq,CCS,16,h16,0.59,100,False
common_sense_qa,imdb,CCS,16,h16,0.66,100,False
common_sense_qa,dbpedia_14,CCS,16,h16,0.66,100,False
common_sense_qa,arc_easy,LAT,16,h16,0.36,50,False
common_sense_qa,common_sense_qa,LAT,16,h16,0.225,40,True
common_sense_qa,boolq,LAT,16,h16,0.52,100,False
common_sense_qa,imdb,LAT,16,h16,1.0,100,False
common_sense_qa,dbpedia_14,LAT,16,h16,0.56,100,False
common_sense_qa,arc_easy,DIM,16,h16,0.22,50,False
common_sense_qa,common_sense_qa,DIM,16,h16,0.275,40,True
common_sense_qa,boolq,DIM,16,h16,0.6,100,False
common_sense_qa,imdb,DIM,16,h16,0.78,100,False
common_sense_qa,dbpedia_14,DIM,16,h16,0.59,100,False
common_sense_qa,arc_easy,LDA,16,h16,0.4,50,False
common_sense_qa,common_sense_qa,LDA,16,h16,0.25,40,True
common_sense_qa,boolq,LDA,16,h16,0.52,100,False
common_sense_qa,imdb,LDA,16,h16,1.0,100,False
common_sense_qa,dbpedia_14,LDA,16,h16,0.74,100,False
common_sense_qa,arc_easy,LR,16,h16,0.38,50,False
common_sense_qa,common_sense_qa,LR,16,h16,0.2,40,True
common_sense_qa,boolq,LR,16,h16,0.6,100,False
common_sense_qa,imdb,LR,16,h16,1.0,100,False
common_sense_qa,dbpedia_14,LR,16,h16,0.65,100,False
common_sense_qa,arc_easy,LR-G,16,h16,0.34,50,False
common_sense_qa,common_sense_qa,LR-G,16,h16,0.225,40,True
common_sense_qa,boolq,LR-G,16,h16,0.6,100,False
common_sense_qa,imdb,LR-G,16,h16,0.99,100,False
common_sense_qa,dbpedia_14,LR-G,16,h16,0.52,100,False
common_sense_qa,arc_easy,PCA,16,h16,0.34,50,False
common_sense_qa,common_sense_qa,PCA,16,h16,0.125,40,True
common_sense_qa,boolq,PCA,16,h16,0.6,100,False
common_sense_qa,imdb,PCA,16,h16,0.99,100,False
common_sense_qa,dbpedia_14,PCA,16,h16,0.85,100,False
common_sense_qa,arc_easy,PCA-G,16,h16,0.38,50,False
common_sense_qa,common_sense_qa,PCA-G,16,h16,0.175,40,True
common_sense_qa,boolq,PCA-G,16,h16,0.52,100,False
common_sense_qa,imdb,PCA-G,16,h16,1.0,100,False
common_sense_qa,dbpedia_14,PCA-G,16,h16,0.78,100,False
common_sense_qa,arc_easy,CCS,18,h18,0.18,50,False
common_sense_qa,common_sense_qa,CCS,18,h18,0.2,40,True
common_sense_qa,boolq,CCS,18,h18,0.58,100,False
common_sense_qa,imdb,CCS,18,h18,0.74,100,False
common_sense_qa,dbpedia_14,CCS,18,h18,0.62,100,False
common_sense_qa,arc_easy,LAT,18,h18,0.32,50,False
common_sense_qa,common_sense_qa,LAT,18,h18,0.2,40,True
common_sense_qa,boolq,LAT,18,h18,0.51,100,False
common_sense_qa,imdb,LAT,18,h18,0.78,100,False
common_sense_qa,dbpedia_14,LAT,18,h18,0.77,100,False
common_sense_qa,arc_easy,DIM,18,h18,0.24,50,False
common_sense_qa,common_sense_qa,DIM,18,h18,0.275,40,True
common_sense_qa,boolq,DIM,18,h18,0.6,100,False
common_sense_qa,imdb,DIM,18,h18,0.94,100,False
common_sense_qa,dbpedia_14,DIM,18,h18,0.77,100,False
common_sense_qa,arc_easy,LDA,18,h18,0.42,50,False
common_sense_qa,common_sense_qa,LDA,18,h18,0.2,40,True
common_sense_qa,boolq,LDA,18,h18,0.57,100,False
common_sense_qa,imdb,LDA,18,h18,0.59,100,False
common_sense_qa,dbpedia_14,LDA,18,h18,0.67,100,False
common_sense_qa,arc_easy,LR,18,h18,0.38,50,False
common_sense_qa,common_sense_qa,LR,18,h18,0.15,40,True
common_sense_qa,boolq,LR,18,h18,0.6,100,False
common_sense_qa,imdb,LR,18,h18,0.98,100,False
common_sense_qa,dbpedia_14,LR,18,h18,0.83,100,False
common_sense_qa,arc_easy,LR-G,18,h18,0.26,50,False
common_sense_qa,common_sense_qa,LR-G,18,h18,0.225,40,True
common_sense_qa,boolq,LR-G,18,h18,0.6,100,False
common_sense_qa,imdb,LR-G,18,h18,0.98,100,False
common_sense_qa,dbpedia_14,LR-G,18,h18,0.9,100,False
common_sense_qa,arc_easy,PCA,18,h18,0.34,50,False
common_sense_qa,common_sense_qa,PCA,18,h18,0.175,40,True
common_sense_qa,boolq,PCA,18,h18,0.6,100,False
common_sense_qa,imdb,PCA,18,h18,0.98,100,False
common_sense_qa,dbpedia_14,PCA,18,h18,0.86,100,False
common_sense_qa,arc_easy,PCA-G,18,h18,0.4,50,False
common_sense_qa,common_sense_qa,PCA-G,18,h18,0.2,40,True
common_sense_qa,boolq,PCA-G,18,h18,0.6,100,False
common_sense_qa,imdb,PCA-G,18,h18,1.0,100,False
common_sense_qa,dbpedia_14,PCA-G,18,h18,0.72,100,False
common_sense_qa,arc_easy,LAT,20,h20,0.42,50,False
common_sense_qa,common_sense_qa,LAT,20,h20,0.125,40,True
common_sense_qa,boolq,LAT,20,h20,0.62,100,False
common_sense_qa,imdb,LAT,20,h20,0.71,100,False
common_sense_qa,dbpedia_14,LAT,20,h20,0.77,100,False
common_sense_qa,arc_easy,DIM,20,h20,0.22,50,False
common_sense_qa,common_sense_qa,DIM,20,h20,0.25,40,True
common_sense_qa,boolq,DIM,20,h20,0.65,100,False
common_sense_qa,imdb,DIM,20,h20,0.57,100,False
common_sense_qa,dbpedia_14,DIM,20,h20,0.74,100,False
common_sense_qa,arc_easy,LDA,20,h20,0.3,50,False
common_sense_qa,common_sense_qa,LDA,20,h20,0.2,40,True
common_sense_qa,boolq,LDA,20,h20,0.65,100,False
common_sense_qa,imdb,LDA,20,h20,0.81,100,False
common_sense_qa,dbpedia_14,LDA,20,h20,0.59,100,False
common_sense_qa,arc_easy,LR,20,h20,0.3,50,False
common_sense_qa,common_sense_qa,LR,20,h20,0.225,40,True
common_sense_qa,boolq,LR,20,h20,0.6,100,False
common_sense_qa,imdb,LR,20,h20,0.93,100,False
common_sense_qa,dbpedia_14,LR,20,h20,0.78,100,False
common_sense_qa,arc_easy,LR-G,20,h20,0.28,50,False
common_sense_qa,common_sense_qa,LR-G,20,h20,0.3,40,True
common_sense_qa,boolq,LR-G,20,h20,0.55,100,False
common_sense_qa,imdb,LR-G,20,h20,0.95,100,False
common_sense_qa,dbpedia_14,LR-G,20,h20,0.71,100,False
common_sense_qa,arc_easy,PCA,20,h20,0.4,50,False
common_sense_qa,common_sense_qa,PCA,20,h20,0.175,40,True
common_sense_qa,boolq,PCA,20,h20,0.62,100,False
common_sense_qa,imdb,PCA,20,h20,0.6,100,False
common_sense_qa,dbpedia_14,PCA,20,h20,0.82,100,False
common_sense_qa,arc_easy,PCA-G,20,h20,0.38,50,False
common_sense_qa,common_sense_qa,PCA-G,20,h20,0.225,40,True
common_sense_qa,boolq,PCA-G,20,h20,0.6,100,False
common_sense_qa,imdb,PCA-G,20,h20,1.0,100,False
common_sense_qa,dbpedia_14,PCA-G,20,h20,0.6,100,False
common_sense_qa,arc_easy,CCS,22,h22,0.36,50,False
common_sense_qa,common_sense_qa,CCS,22,h22,0.3,40,True
common_sense_qa,boolq,CCS,22,h22,0.59,100,False
common_sense_qa,imdb,CCS,22,h22,1.0,100,False
common_sense_qa,dbpedia_14,CCS,22,h22,0.67,100,False
common_sense_qa,arc_easy,LAT,22,h22,0.28,50,False
common_sense_qa,common_sense_qa,LAT,22,h22,0.25,40,True
common_sense_qa,boolq,LAT,22,h22,0.62,100,False
common_sense_qa,imdb,LAT,22,h22,0.96,100,False
common_sense_qa,dbpedia_14,LAT,22,h22,0.84,100,False
common_sense_qa,arc_easy,DIM,22,h22,0.22,50,False
common_sense_qa,common_sense_qa,DIM,22,h22,0.225,40,True
common_sense_qa,boolq,DIM,22,h22,0.53,100,False
common_sense_qa,imdb,DIM,22,h22,1.0,100,False
common_sense_qa,dbpedia_14,DIM,22,h22,0.73,100,False
common_sense_qa,arc_easy,LDA,22,h22,0.28,50,False
common_sense_qa,common_sense_qa,LDA,22,h22,0.175,40,True
common_sense_qa,boolq,LDA,22,h22,0.58,100,False
common_sense_qa,imdb,LDA,22,h22,0.75,100,False
common_sense_qa,dbpedia_14,LDA,22,h22,0.73,100,False
common_sense_qa,arc_easy,LR,22,h22,0.28,50,False
common_sense_qa,common_sense_qa,LR,22,h22,0.225,40,True
common_sense_qa,boolq,LR,22,h22,0.6,100,False
common_sense_qa,imdb,LR,22,h22,0.98,100,False
common_sense_qa,dbpedia_14,LR,22,h22,0.73,100,False
common_sense_qa,arc_easy,LR-G,22,h22,0.28,50,False
common_sense_qa,common_sense_qa,LR-G,22,h22,0.3,40,True
common_sense_qa,boolq,LR-G,22,h22,0.6,100,False
common_sense_qa,imdb,LR-G,22,h22,0.97,100,False
common_sense_qa,dbpedia_14,LR-G,22,h22,0.64,100,False
common_sense_qa,arc_easy,PCA,22,h22,0.42,50,False
common_sense_qa,common_sense_qa,PCA,22,h22,0.2,40,True
common_sense_qa,boolq,PCA,22,h22,0.63,100,False
common_sense_qa,imdb,PCA,22,h22,0.9,100,False
common_sense_qa,dbpedia_14,PCA,22,h22,0.88,100,False
common_sense_qa,arc_easy,PCA-G,22,h22,0.44,50,False
common_sense_qa,common_sense_qa,PCA-G,22,h22,0.2,40,True
common_sense_qa,boolq,PCA-G,22,h22,0.52,100,False
common_sense_qa,imdb,PCA-G,22,h22,0.99,100,False
common_sense_qa,dbpedia_14,PCA-G,22,h22,0.62,100,False
common_sense_qa,arc_easy,CCS,24,h24,0.28,50,False
common_sense_qa,common_sense_qa,CCS,24,h24,0.125,40,True
common_sense_qa,boolq,CCS,24,h24,0.62,100,False
common_sense_qa,imdb,CCS,24,h24,0.69,100,False
common_sense_qa,dbpedia_14,CCS,24,h24,0.71,100,False
common_sense_qa,arc_easy,LAT,24,h24,0.24,50,False
common_sense_qa,common_sense_qa,LAT,24,h24,0.225,40,True
common_sense_qa,boolq,LAT,24,h24,0.6,100,False
common_sense_qa,imdb,LAT,24,h24,0.81,100,False
common_sense_qa,dbpedia_14,LAT,24,h24,0.78,100,False
common_sense_qa,arc_easy,DIM,24,h24,0.22,50,False
common_sense_qa,common_sense_qa,DIM,24,h24,0.175,40,True
common_sense_qa,boolq,DIM,24,h24,0.51,100,False
common_sense_qa,imdb,DIM,24,h24,1.0,100,False
common_sense_qa,dbpedia_14,DIM,24,h24,0.61,100,False
common_sense_qa,arc_easy,LDA,24,h24,0.28,50,False
common_sense_qa,common_sense_qa,LDA,24,h24,0.175,40,True
common_sense_qa,boolq,LDA,24,h24,0.6,100,False
common_sense_qa,imdb,LDA,24,h24,1.0,100,False
common_sense_qa,dbpedia_14,LDA,24,h24,0.69,100,False
common_sense_qa,arc_easy,LR,24,h24,0.32,50,False
common_sense_qa,common_sense_qa,LR,24,h24,0.275,40,True
common_sense_qa,boolq,LR,24,h24,0.6,100,False
common_sense_qa,imdb,LR,24,h24,1.0,100,False
common_sense_qa,dbpedia_14,LR,24,h24,0.76,100,False
common_sense_qa,arc_easy,LR-G,24,h24,0.3,50,False
common_sense_qa,common_sense_qa,LR-G,24,h24,0.25,40,True
common_sense_qa,boolq,LR-G,24,h24,0.6,100,False
common_sense_qa,imdb,LR-G,24,h24,1.0,100,False
common_sense_qa,dbpedia_14,LR-G,24,h24,0.63,100,False
common_sense_qa,arc_easy,PCA,24,h24,0.44,50,False
common_sense_qa,common_sense_qa,PCA,24,h24,0.2,40,True
common_sense_qa,boolq,PCA,24,h24,0.58,100,False
common_sense_qa,imdb,PCA,24,h24,0.9,100,False
common_sense_qa,dbpedia_14,PCA,24,h24,0.82,100,False
common_sense_qa,arc_easy,PCA-G,24,h24,0.42,50,False
common_sense_qa,common_sense_qa,PCA-G,24,h24,0.225,40,True
common_sense_qa,boolq,PCA-G,24,h24,0.56,100,False
common_sense_qa,imdb,PCA-G,24,h24,0.96,100,False
common_sense_qa,dbpedia_14,PCA-G,24,h24,0.62,100,False
common_sense_qa,arc_easy,LAT,26,h26,0.3,50,False
common_sense_qa,common_sense_qa,LAT,26,h26,0.2,40,True
common_sense_qa,boolq,LAT,26,h26,0.6,100,False
common_sense_qa,imdb,LAT,26,h26,1.0,100,False
common_sense_qa,dbpedia_14,LAT,26,h26,0.65,100,False
common_sense_qa,arc_easy,DIM,26,h26,0.22,50,False
common_sense_qa,common_sense_qa,DIM,26,h26,0.225,40,True
common_sense_qa,boolq,DIM,26,h26,0.6,100,False
common_sense_qa,imdb,DIM,26,h26,1.0,100,False
common_sense_qa,dbpedia_14,DIM,26,h26,0.51,100,False
common_sense_qa,arc_easy,LDA,26,h26,0.26,50,False
common_sense_qa,common_sense_qa,LDA,26,h26,0.175,40,True
common_sense_qa,boolq,LDA,26,h26,0.51,100,False
common_sense_qa,imdb,LDA,26,h26,1.0,100,False
common_sense_qa,dbpedia_14,LDA,26,h26,0.75,100,False
common_sense_qa,arc_easy,LR,26,h26,0.32,50,False
common_sense_qa,common_sense_qa,LR,26,h26,0.225,40,True
common_sense_qa,boolq,LR,26,h26,0.6,100,False
common_sense_qa,imdb,LR,26,h26,1.0,100,False
common_sense_qa,dbpedia_14,LR,26,h26,0.71,100,False
common_sense_qa,arc_easy,LR-G,26,h26,0.32,50,False
common_sense_qa,common_sense_qa,LR-G,26,h26,0.3,40,True
common_sense_qa,boolq,LR-G,26,h26,0.6,100,False
common_sense_qa,imdb,LR-G,26,h26,1.0,100,False
common_sense_qa,dbpedia_14,LR-G,26,h26,0.68,100,False
common_sense_qa,arc_easy,PCA,26,h26,0.44,50,False
common_sense_qa,common_sense_qa,PCA,26,h26,0.175,40,True
common_sense_qa,boolq,PCA,26,h26,0.63,100,False
common_sense_qa,imdb,PCA,26,h26,0.97,100,False
common_sense_qa,dbpedia_14,PCA,26,h26,0.68,100,False
common_sense_qa,arc_easy,PCA-G,26,h26,0.4,50,False
common_sense_qa,common_sense_qa,PCA-G,26,h26,0.225,40,True
common_sense_qa,boolq,PCA-G,26,h26,0.53,100,False
common_sense_qa,imdb,PCA-G,26,h26,0.91,100,False
common_sense_qa,dbpedia_14,PCA-G,26,h26,0.73,100,False
common_sense_qa,arc_easy,LAT,28,h28,0.36,50,False
common_sense_qa,common_sense_qa,LAT,28,h28,0.225,40,True
common_sense_qa,boolq,LAT,28,h28,0.53,100,False
common_sense_qa,imdb,LAT,28,h28,0.99,100,False
common_sense_qa,dbpedia_14,LAT,28,h28,0.69,100,False
common_sense_qa,arc_easy,DIM,28,h28,0.22,50,False
common_sense_qa,common_sense_qa,DIM,28,h28,0.225,40,True
common_sense_qa,boolq,DIM,28,h28,0.6,100,False
common_sense_qa,imdb,DIM,28,h28,1.0,100,False
common_sense_qa,dbpedia_14,DIM,28,h28,0.71,100,False
common_sense_qa,arc_easy,LDA,28,h28,0.16,50,False
common_sense_qa,common_sense_qa,LDA,28,h28,0.2,40,True
common_sense_qa,boolq,LDA,28,h28,0.6,100,False
common_sense_qa,imdb,LDA,28,h28,1.0,100,False
common_sense_qa,dbpedia_14,LDA,28,h28,0.83,100,False
common_sense_qa,arc_easy,LR,28,h28,0.3,50,False
common_sense_qa,common_sense_qa,LR,28,h28,0.25,40,True
common_sense_qa,boolq,LR,28,h28,0.6,100,False
common_sense_qa,imdb,LR,28,h28,0.99,100,False
common_sense_qa,dbpedia_14,LR,28,h28,0.83,100,False
common_sense_qa,arc_easy,LR-G,28,h28,0.3,50,False
common_sense_qa,common_sense_qa,LR-G,28,h28,0.275,40,True
common_sense_qa,boolq,LR-G,28,h28,0.6,100,False
common_sense_qa,imdb,LR-G,28,h28,0.99,100,False
common_sense_qa,dbpedia_14,LR-G,28,h28,0.88,100,False
common_sense_qa,arc_easy,PCA,28,h28,0.4,50,False
common_sense_qa,common_sense_qa,PCA,28,h28,0.2,40,True
common_sense_qa,boolq,PCA,28,h28,0.5,100,False
common_sense_qa,imdb,PCA,28,h28,0.97,100,False
common_sense_qa,dbpedia_14,PCA,28,h28,0.68,100,False
common_sense_qa,arc_easy,PCA-G,28,h28,0.38,50,False
common_sense_qa,common_sense_qa,PCA-G,28,h28,0.225,40,True
common_sense_qa,boolq,PCA-G,28,h28,0.56,100,False
common_sense_qa,imdb,PCA-G,28,h28,0.94,100,False
common_sense_qa,dbpedia_14,PCA-G,28,h28,0.68,100,False
common_sense_qa,arc_easy,CCS,30,h30,0.26,50,False
common_sense_qa,common_sense_qa,CCS,30,h30,0.225,40,True
common_sense_qa,boolq,CCS,30,h30,0.51,100,False
common_sense_qa,imdb,CCS,30,h30,1.0,100,False
common_sense_qa,dbpedia_14,CCS,30,h30,0.64,100,False
common_sense_qa,arc_easy,LAT,30,h30,0.36,50,False
common_sense_qa,common_sense_qa,LAT,30,h30,0.225,40,True
common_sense_qa,boolq,LAT,30,h30,0.63,100,False
common_sense_qa,imdb,LAT,30,h30,0.97,100,False
common_sense_qa,dbpedia_14,LAT,30,h30,0.55,100,False
common_sense_qa,arc_easy,DIM,30,h30,0.22,50,False
common_sense_qa,common_sense_qa,DIM,30,h30,0.225,40,True
common_sense_qa,boolq,DIM,30,h30,0.57,100,False
common_sense_qa,imdb,DIM,30,h30,1.0,100,False
common_sense_qa,dbpedia_14,DIM,30,h30,0.84,100,False
common_sense_qa,arc_easy,LDA,30,h30,0.2,50,False
common_sense_qa,common_sense_qa,LDA,30,h30,0.225,40,True
common_sense_qa,boolq,LDA,30,h30,0.6,100,False
common_sense_qa,imdb,LDA,30,h30,1.0,100,False
common_sense_qa,dbpedia_14,LDA,30,h30,0.81,100,False
common_sense_qa,arc_easy,LR,30,h30,0.28,50,False
common_sense_qa,common_sense_qa,LR,30,h30,0.25,40,True
common_sense_qa,boolq,LR,30,h30,0.6,100,False
common_sense_qa,imdb,LR,30,h30,1.0,100,False
common_sense_qa,dbpedia_14,LR,30,h30,0.87,100,False
common_sense_qa,arc_easy,LR-G,30,h30,0.34,50,False
common_sense_qa,common_sense_qa,LR-G,30,h30,0.325,40,True
common_sense_qa,boolq,LR-G,30,h30,0.6,100,False
common_sense_qa,imdb,LR-G,30,h30,1.0,100,False
common_sense_qa,dbpedia_14,LR-G,30,h30,0.87,100,False
common_sense_qa,arc_easy,PCA,30,h30,0.46,50,False
common_sense_qa,common_sense_qa,PCA,30,h30,0.175,40,True
common_sense_qa,boolq,PCA,30,h30,0.62,100,False
common_sense_qa,imdb,PCA,30,h30,1.0,100,False
common_sense_qa,dbpedia_14,PCA,30,h30,0.66,100,False
common_sense_qa,arc_easy,PCA-G,30,h30,0.34,50,False
common_sense_qa,common_sense_qa,PCA-G,30,h30,0.2,40,True
common_sense_qa,boolq,PCA-G,30,h30,0.59,100,False
common_sense_qa,imdb,PCA-G,30,h30,0.93,100,False
common_sense_qa,dbpedia_14,PCA-G,30,h30,0.66,100,False
boolq,arc_easy,CCS,0,h0,0.34,50,False
boolq,common_sense_qa,CCS,0,h0,0.225,40,False
boolq,boolq,CCS,0,h0,0.6,100,True
boolq,imdb,CCS,0,h0,1.0,100,False
boolq,dbpedia_14,CCS,0,h0,0.61,100,False
boolq,arc_easy,LAT,0,h0,0.32,50,False
boolq,common_sense_qa,LAT,0,h0,0.225,40,False
boolq,boolq,LAT,0,h0,0.57,100,True
boolq,imdb,LAT,0,h0,1.0,100,False
boolq,dbpedia_14,LAT,0,h0,0.64,100,False
boolq,arc_easy,DIM,0,h0,0.26,50,False
boolq,common_sense_qa,DIM,0,h0,0.175,40,False
boolq,boolq,DIM,0,h0,0.6,100,True
boolq,imdb,DIM,0,h0,1.0,100,False
boolq,dbpedia_14,DIM,0,h0,0.59,100,False
boolq,arc_easy,LDA,0,h0,0.3,50,False
boolq,common_sense_qa,LDA,0,h0,0.2,40,False
boolq,boolq,LDA,0,h0,0.53,100,True
boolq,imdb,LDA,0,h0,0.91,100,False
boolq,dbpedia_14,LDA,0,h0,0.67,100,False
boolq,arc_easy,LR,0,h0,0.28,50,False
boolq,common_sense_qa,LR,0,h0,0.15,40,False
boolq,boolq,LR,0,h0,0.55,100,True
boolq,imdb,LR,0,h0,1.0,100,False
boolq,dbpedia_14,LR,0,h0,0.71,100,False
boolq,arc_easy,LR-G,0,h0,0.28,50,False
boolq,common_sense_qa,LR-G,0,h0,0.15,40,False
boolq,boolq,LR-G,0,h0,0.52,100,True
boolq,imdb,LR-G,0,h0,1.0,100,False
boolq,dbpedia_14,LR-G,0,h0,0.6,100,False
boolq,arc_easy,PCA,0,h0,0.3,50,False
boolq,common_sense_qa,PCA,0,h0,0.25,40,False
boolq,boolq,PCA,0,h0,0.53,100,True
boolq,imdb,PCA,0,h0,1.0,100,False
boolq,dbpedia_14,PCA,0,h0,0.66,100,False
boolq,arc_easy,PCA-G,0,h0,0.28,50,False
boolq,common_sense_qa,PCA-G,0,h0,0.275,40,False
boolq,boolq,PCA-G,0,h0,0.6,100,True
boolq,imdb,PCA-G,0,h0,0.85,100,False
boolq,dbpedia_14,PCA-G,0,h0,0.51,100,False
boolq,arc_easy,CCS,2,h2,0.36,50,False
boolq,common_sense_qa,CCS,2,h2,0.15,40,False
boolq,boolq,CCS,2,h2,0.63,100,True
boolq,imdb,CCS,2,h2,1.0,100,False
boolq,dbpedia_14,CCS,2,h2,0.76,100,False
boolq,arc_easy,LAT,2,h2,0.28,50,False
boolq,common_sense_qa,LAT,2,h2,0.275,40,False
boolq,boolq,LAT,2,h2,0.63,100,True
boolq,imdb,LAT,2,h2,0.62,100,False
boolq,dbpedia_14,LAT,2,h2,0.58,100,False
boolq,arc_easy,DIM,2,h2,0.3,50,False
boolq,common_sense_qa,DIM,2,h2,0.15,40,False
boolq,boolq,DIM,2,h2,0.6,100,True
boolq,imdb,DIM,2,h2,1.0,100,False
boolq,dbpedia_14,DIM,2,h2,0.73,100,False
boolq,arc_easy,LDA,2,h2,0.22,50,False
boolq,common_sense_qa,LDA,2,h2,0.2,40,False
boolq,boolq,LDA,2,h2,0.52,100,True
boolq,imdb,LDA,2,h2,0.98,100,False
boolq,dbpedia_14,LDA,2,h2,0.88,100,False
boolq,arc_easy,LR,2,h2,0.3,50,False
boolq,common_sense_qa,LR,2,h2,0.2,40,False
boolq,boolq,LR,2,h2,0.6,100,True
boolq,imdb,LR,2,h2,1.0,100,False
boolq,dbpedia_14,LR,2,h2,0.59,100,False
boolq,arc_easy,LR-G,2,h2,0.32,50,False
boolq,common_sense_qa,LR-G,2,h2,0.225,40,False
boolq,boolq,LR-G,2,h2,0.59,100,True
boolq,imdb,LR-G,2,h2,1.0,100,False
boolq,dbpedia_14,LR-G,2,h2,0.54,100,False
boolq,arc_easy,PCA,2,h2,0.28,50,False
boolq,common_sense_qa,PCA,2,h2,0.3,40,False
boolq,boolq,PCA,2,h2,0.58,100,True
boolq,imdb,PCA,2,h2,0.59,100,False
boolq,dbpedia_14,PCA,2,h2,0.7,100,False
boolq,arc_easy,PCA-G,2,h2,0.36,50,False
boolq,common_sense_qa,PCA-G,2,h2,0.175,40,False
boolq,boolq,PCA-G,2,h2,0.6,100,True
boolq,imdb,PCA-G,2,h2,1.0,100,False
boolq,dbpedia_14,PCA-G,2,h2,0.7,100,False
boolq,arc_easy,CCS,4,h4,0.26,50,False
boolq,common_sense_qa,CCS,4,h4,0.275,40,False
boolq,boolq,CCS,4,h4,0.62,100,True
boolq,imdb,CCS,4,h4,1.0,100,False
boolq,dbpedia_14,CCS,4,h4,0.76,100,False
boolq,arc_easy,LAT,4,h4,0.38,50,False
boolq,common_sense_qa,LAT,4,h4,0.275,40,False
boolq,boolq,LAT,4,h4,0.61,100,True
boolq,imdb,LAT,4,h4,1.0,100,False
boolq,dbpedia_14,LAT,4,h4,0.52,100,False
boolq,arc_easy,DIM,4,h4,0.32,50,False
boolq,common_sense_qa,DIM,4,h4,0.35,40,False
boolq,boolq,DIM,4,h4,0.62,100,True
boolq,imdb,DIM,4,h4,0.97,100,False
boolq,dbpedia_14,DIM,4,h4,0.67,100,False
boolq,arc_easy,LDA,4,h4,0.26,50,False
boolq,common_sense_qa,LDA,4,h4,0.25,40,False
boolq,boolq,LDA,4,h4,0.54,100,True
boolq,imdb,LDA,4,h4,1.0,100,False
boolq,dbpedia_14,LDA,4,h4,0.64,100,False
boolq,arc_easy,LR,4,h4,0.32,50,False
boolq,common_sense_qa,LR,4,h4,0.175,40,False
boolq,boolq,LR,4,h4,0.59,100,True
boolq,imdb,LR,4,h4,1.0,100,False
boolq,dbpedia_14,LR,4,h4,0.56,100,False
boolq,arc_easy,LR-G,4,h4,0.34,50,False
boolq,common_sense_qa,LR-G,4,h4,0.175,40,False
boolq,boolq,LR-G,4,h4,0.58,100,True
boolq,imdb,LR-G,4,h4,1.0,100,False
boolq,dbpedia_14,LR-G,4,h4,0.6,100,False
boolq,arc_easy,PCA,4,h4,0.34,50,False
boolq,common_sense_qa,PCA,4,h4,0.275,40,False
boolq,boolq,PCA,4,h4,0.6,100,True
boolq,imdb,PCA,4,h4,1.0,100,False
boolq,dbpedia_14,PCA,4,h4,0.52,100,False
boolq,arc_easy,PCA-G,4,h4,0.32,50,False
boolq,common_sense_qa,PCA-G,4,h4,0.35,40,False
boolq,boolq,PCA-G,4,h4,0.6,100,True
boolq,imdb,PCA-G,4,h4,1.0,100,False
boolq,dbpedia_14,PCA-G,4,h4,0.63,100,False
boolq,arc_easy,CCS,6,h6,0.3,50,False
boolq,common_sense_qa,CCS,6,h6,0.275,40,False
boolq,boolq,CCS,6,h6,0.59,100,True
boolq,imdb,CCS,6,h6,1.0,100,False
boolq,dbpedia_14,CCS,6,h6,0.85,100,False
boolq,arc_easy,LAT,6,h6,0.3,50,False
boolq,common_sense_qa,LAT,6,h6,0.225,40,False
boolq,boolq,LAT,6,h6,0.6,100,True
boolq,imdb,LAT,6,h6,1.0,100,False
boolq,dbpedia_14,LAT,6,h6,0.53,100,False
boolq,arc_easy,DIM,6,h6,0.26,50,False
